XR_004936710.1	Gm26206	Gm26206
NM_007733.2	Col19a1	Col19a1
XR_004936757.1	Gm26418	Gm26418
XM_017322292.3	Lmbrd1	Lmbrd1
NM_026719.2	Lmbrd1	Lmbrd1
XM_030242602.2	Lmbrd1	Lmbrd1
NM_001310483.1	Lmbrd1	Lmbrd1
XR_865298.3	Gm29414	Gm29414
NM_175642.4	Adgrb3	Adgrb3
XM_036163215.1	Adgrb3	Adgrb3
XM_036163213.1	Adgrb3	Adgrb3
XM_006495817.5	Adgrb3	Adgrb3
XM_036163223.1	Adgrb3	Adgrb3
XM_006495818.5	Adgrb3	Adgrb3
XM_017319555.3	Adgrb3	Adgrb3
XM_036163221.1	Adgrb3	Adgrb3
NM_001204913.1	Gm20172	Gm20172
XR_004936697.1	Gm22260	Gm22260
XR_004936732.1	Gm25294	Gm25294
NR_169046.1	Gm9884	Gm9884
XR_865299.2	Gm39614	Gm39614
XR_373279.2	Gm31076	Gm31076
XR_001778844.1	Gm31136	Gm31136
XR_001778842.1	Gm31136	Gm31136
XR_001778843.1	Gm31136	Gm31136
XR_001778847.1	Gm31136	Gm31136
XR_001778846.1	Gm31136	Gm31136
XR_001778848.1	Gm31136	Gm31136
NM_001033764.3	Spata31e2	Spata31e2
NR_151583.1	Gm5524	Gm5524
NM_001013750.1	Spata31e5	Spata31e5
XR_865224.1	Gm45942	Gm45942
XM_036155441.1	Gm6462	Gm6462
NR_105760.1	Mir6342	Mir6342
unassigned_transcript_10	Mir6342	Mir6342
NR_157039.1	Gm31465	Gm31465
NR_157038.1	Gm31465	Gm31465
NR_157037.1	Gm31465	Gm31465
XR_373283.3	Gm31525	Gm31525
XR_004935880.1	Gm39615	Gm39615
XR_004935876.1	Gm39615	Gm39615
XR_865312.1	Gm39615	Gm39615
XR_373284.3	Gm31581	Gm31581
XM_036155443.1	Gm46086	Gm46086
NR_188964.1	Gm9898	Gm9898
XR_004936779.1	Gm57566	Gm57566
NM_001403130.1	Phf3	Phf3
NM_001403128.1	Phf3	Phf3
NM_001081080.2	Phf3	Phf3
XM_011238471.4	Phf3	Phf3
XM_030252760.1	Phf3	Phf3
XM_036163369.1	Phf3	Phf3
XM_011238470.4	Phf3	Phf3
XM_006495840.5	Phf3	Phf3
XM_036163374.1	Phf3	Phf3
XM_006495839.4	Phf3	Phf3
XM_030252767.1	Phf3	Phf3
XM_030252757.2	Phf3	Phf3
XM_030252758.2	Phf3	Phf3
XM_030252762.2	Phf3	Phf3
XM_006495837.4	Phf3	Phf3
NM_001420791.1	Ptp4a1	Ptp4a1
NM_001420789.1	Ptp4a1	Ptp4a1
NM_001420786.1	Ptp4a1	Ptp4a1
NM_001420790.1	Ptp4a1	Ptp4a1
NM_011200.3	Ptp4a1	Ptp4a1
NM_001420787.1	Ptp4a1	Ptp4a1
NM_001420788.1	Ptp4a1	Ptp4a1
NR_164183.1	Gm53209	Gm53209
NR_136907.1	Gm29669	Gm29669
XR_373288.3	Gm28644	Gm28644
XR_373286.4	Gm28644	Gm28644
XR_373287.2	Gm28644	Gm28644
XR_373285.2	Gm28644	Gm28644
XR_373289.2	Gm28644	Gm28644
XR_865314.1	Gm28644	Gm28644
NR_033445.1	4931428L18Rik	4931428L18Rik
XM_030254460.1	Lgsn	Lgsn
NM_153601.1	Lgsn	Lgsn
XM_030254462.1	Lgsn	Lgsn
NM_029062.2	Dnaaf6rt	Dnaaf6rt
XR_004936823.1	Gm26145	Gm26145
NR_015347.1	Gm4850	Gm4850
XR_004936787.1	Gm57572	Gm57572
XR_004936743.1	Gm23032	Gm23032
XR_003948808.1	Gm51754	Gm51754
XR_004940680.1	Khdrbs2	Khdrbs2
XR_004940681.1	Khdrbs2	Khdrbs2
XR_001783141.2	Khdrbs2	Khdrbs2
XR_373242.4	Khdrbs2	Khdrbs2
XM_036162453.1	Khdrbs2	Khdrbs2
NM_133235.3	Khdrbs2	Khdrbs2
XR_004936719.1	Gm25814	Gm25814
NM_001199956.1	Gm9839	Gm9839
NM_001164286.1	Semp2l1	Semp2l1
XR_004936748.1	Gm24732	Gm24732
XR_865316.3	Gm39616	Gm39616
XR_004936741.1	Gm24901	Gm24901
XR_865317.2	Gm39617	Gm39617
XR_004936712.1	Gm25792	Gm25792
XR_004936695.1	Gm23453	Gm23453
NR_185176.1	Prim2	Prim2
NR_185177.1	Prim2	Prim2
XM_011238455.3	Prim2	Prim2
NM_001420445.1	Prim2	Prim2
NM_001420451.1	Prim2	Prim2
NM_001420446.1	Prim2	Prim2
NM_001420442.1	Prim2	Prim2
NM_001420450.1	Prim2	Prim2
NM_001420447.1	Prim2	Prim2
NM_001420443.1	Prim2	Prim2
NM_001420444.1	Prim2	Prim2
NM_001420441.1	Prim2	Prim2
NM_008922.3	Prim2	Prim2
NM_001420449.1	Prim2	Prim2
XM_030252295.2	Prim2	Prim2
XM_006495793.5	Prim2	Prim2
XM_006495797.4	Prim2	Prim2
NR_033199.2	1700001G17Rik	1700001G17Rik
NR_157041.1	Gm32229	Gm32229
NM_001159729.2	Rab23	Rab23
NM_001420798.1	Rab23	Rab23
NM_001420799.1	Rab23	Rab23
NM_008999.5	Rab23	Rab23
NM_001420800.1	Rab23	Rab23
NM_145392.2	Bag2	Bag2
XR_865290.4	Zfp451	Zfp451
XR_865291.4	Zfp451	Zfp451
NM_001290699.1	Zfp451	Zfp451
NM_133817.3	Zfp451	Zfp451
NM_001359274.1	Zfp451	Zfp451
NM_001359275.1	Zfp451	Zfp451
XM_036154651.1	Zfp451	Zfp451
XM_036154666.1	Zfp451	Zfp451
XM_030243891.2	Zfp451	Zfp451
NM_001290700.1	Zfp451	Zfp451
NM_001161816.1	Gm15455	Gm15455
NM_001310484.1	Bend6	Bend6
NM_177235.3	Bend6	Bend6
XM_017321224.3	Bend6	Bend6
XR_373298.2	Gm38471	Gm38471
XM_006495666.4	Dst	Dst
XM_006495690.4	Dst	Dst
XM_006495691.4	Dst	Dst
XM_036158508.1	Dst	Dst
XM_006495682.3	Dst	Dst
XM_017314621.2	Dst	Dst
XM_017314676.2	Dst	Dst
XM_017314651.2	Dst	Dst
XM_017314687.2	Dst	Dst
XM_017314635.2	Dst	Dst
XM_030246500.1	Dst	Dst
XM_017314665.2	Dst	Dst
XM_017314706.2	Dst	Dst
XM_017314722.2	Dst	Dst
XM_017314794.2	Dst	Dst
XM_017314811.2	Dst	Dst
XM_017314689.2	Dst	Dst
NM_001276764.1	Dst	Dst
XM_017314716.3	Dst	Dst
XM_006495674.5	Dst	Dst
XM_017314712.3	Dst	Dst
XM_017314741.2	Dst	Dst
XM_006495678.4	Dst	Dst
XM_006495688.4	Dst	Dst
XM_017314848.2	Dst	Dst
XM_006495684.4	Dst	Dst
XM_036158554.1	Dst	Dst
XM_017314868.2	Dst	Dst
NM_134448.4	Dst	Dst
NM_133833.4	Dst	Dst
XM_017314750.3	Dst	Dst
XM_006495679.4	Dst	Dst
XM_006495669.5	Dst	Dst
XM_006495686.5	Dst	Dst
XM_006495680.5	Dst	Dst
NM_010081.3	Dst	Dst
XM_006495685.2	Dst	Dst
XM_030246701.2	Dst	Dst
XR_004935969.1	Gm53546	Gm53546
NR_105861.1	Mir6896	Mir6896
unassigned_transcript_11	Mir6896	Mir6896
unassigned_transcript_12	Mir6896	Mir6896
XR_003948640.2	Gm51742	Gm51742
NR_165804.1	Gm26788	Gm26788
NR_184716.1	Gm3052	Gm3052
XR_004935993.1	Gm37233	Gm37233
NR_039562.1	Mir5103	Mir5103
unassigned_transcript_13	Mir5103	Mir5103
unassigned_transcript_14	n-TEttc1	n-TEttc1
NM_027159.2	Ccdc115	Ccdc115
NM_001420705.1	Imp4	Imp4
NM_178601.4	Imp4	Imp4
XR_373299.4	Gm32504	Gm32504
NM_011206.2	Ptpn18	Ptpn18
XM_036162793.1	Ptpn18	Ptpn18
NM_001420473.1	Ptpn18	Ptpn18
NM_001420474.1	Ptpn18	Ptpn18
XM_036162794.1	Ptpn18	Ptpn18
XR_004935995.1	Gm28417	Gm28417
XR_003947765.1	4930568A12Rik	4930568A12Rik
XR_373301.2	4930568A12Rik	4930568A12Rik
XR_865327.2	4930568A12Rik	4930568A12Rik
XR_865325.2	4930568A12Rik	4930568A12Rik
XR_865324.2	4930568A12Rik	4930568A12Rik
XR_003947766.1	4930568A12Rik	4930568A12Rik
XR_004935994.1	Gm32566	Gm32566
NM_001360855.1	Prss39	Prss39
NM_009355.3	Prss39	Prss39
NR_153806.1	Cfc1	Cfc1
NM_007685.2	Cfc1	Cfc1
XM_006495857.4	Prss40	Prss40
XM_006495862.4	Prss40	Prss40
XM_006495858.5	Prss40	Prss40
XM_006495856.5	Prss40	Prss40
XM_006495859.5	Prss40	Prss40
XM_006495861.2	Prss40	Prss40
XM_006495860.2	Prss40	Prss40
NM_009356.2	Prss40	Prss40
XM_006495820.3	Amer3	Amer3
NM_213727.2	Amer3	Amer3
XM_006495821.5	Amer3	Amer3
NR_033627.1	AA619741	AA619741
XR_865332.3	Gm38647	Gm38647
XR_865331.3	Gm38647	Gm38647
XR_865329.2	Gm38647	Gm38647
XR_865330.2	Gm38647	Gm38647
NM_001368773.1	Arhgef4	Arhgef4
NM_183019.3	Arhgef4	Arhgef4
XR_003947773.2	Gm32920	Gm32920
XR_865335.4	Gm32790	Gm32790
XR_865334.4	Gm32790	Gm32790
XR_865333.4	Gm32790	Gm32790
XR_003947771.2	Gm32790	Gm32790
XR_373307.5	Gm32790	Gm32790
XR_004935997.1	Gm32790	Gm32790
XR_003947770.2	Gm32790	Gm32790
XR_004935996.1	Gm32790	Gm32790
NM_001395420.1	Smim39	Smim39
NM_174997.3	Fam168b	Fam168b
NM_001160236.2	Fam168b	Fam168b
NM_001160235.2	Fam168b	Fam168b
NM_001403152.1	Fam168b	Fam168b
NM_145516.2	Plekhb2	Plekhb2
NM_175421.1	Plekhb2	Plekhb2
NM_001357425.1	Plekhb2	Plekhb2
XM_006495898.3	Plekhb2	Plekhb2
XR_004935998.1	Gm53547	Gm53547
XR_004935999.1	Gm53547	Gm53547
XR_004936796.1	Gm25096	Gm25096
XR_004936725.1	Gm25634	Gm25634
XR_373312.5	1110002O04Rik	1110002O04Rik
XR_373311.5	1110002O04Rik	1110002O04Rik
XR_373313.3	Gm33176	Gm33176
XR_865337.1	Gm39622	Gm39622
XR_003947774.1	Gm39622	Gm39622
XR_373314.3	Gm33222	Gm33222
XR_865338.1	Gm33222	Gm33222
XR_865339.1	Gm39623	Gm39623
XR_865341.3	Gm39624	Gm39624
XR_865340.3	Gm39624	Gm39624
NM_015818.2	Hs6st1	Hs6st1
XR_004936000.1	Gm53548	Gm53548
XR_003948643.1	Gm33280	Gm33280
XM_006496062.5	Uggt1	Uggt1
NM_198899.2	Uggt1	Uggt1
NR_105862.1	Mir6897	Mir6897
unassigned_transcript_15	Mir6897	Mir6897
unassigned_transcript_16	Mir6897	Mir6897
XR_865343.4	Gm39625	Gm39625
XM_006495848.4	Neurl3	Neurl3
NM_153408.2	Neurl3	Neurl3
XM_006495847.1	Neurl3	Neurl3
XM_006495846.4	Neurl3	Neurl3
NR_033310.1	Arid5a	Arid5a
NM_001290726.1	Arid5a	Arid5a
NM_001172205.1	Arid5a	Arid5a
NM_145996.4	Arid5a	Arid5a
NM_001172206.1	Arid5a	Arid5a
NM_001290727.1	Arid5a	Arid5a
XM_017319751.3	Arid5a	Arid5a
NM_172652.3	Kansl3	Kansl3
NM_001310513.1	Kansl3	Kansl3
XM_017320240.3	Kansl3	Kansl3
XM_017320236.3	Kansl3	Kansl3
XM_036164306.1	Kansl3	Kansl3
XM_011238482.3	Kansl3	Kansl3
XM_030253628.2	Kansl3	Kansl3
XM_017320242.2	Kansl3	Kansl3
XM_006495902.4	Kansl3	Kansl3
NR_105863.1	Mir6898	Mir6898
unassigned_transcript_17	Mir6898	Mir6898
unassigned_transcript_18	Mir6898	Mir6898
XR_004941790.1	Fer1l5	Fer1l5
XM_036163502.1	Fer1l5	Fer1l5
XM_030253122.1	Fer1l5	Fer1l5
XM_006495604.2	Fer1l5	Fer1l5
XM_006495602.2	Fer1l5	Fer1l5
XM_006495605.3	Fer1l5	Fer1l5
NM_001277076.2	Fer1l5	Fer1l5
XM_030253213.1	Fer1l5	Fer1l5
XM_030253230.1	Fer1l5	Fer1l5
XM_030252925.2	Lman2l	Lman2l
XM_006495854.5	Lman2l	Lman2l
XM_006495855.5	Lman2l	Lman2l
XM_017319753.3	Lman2l	Lman2l
NM_001013374.2	Lman2l	Lman2l
NM_001310517.1	Lman2l	Lman2l
XR_373316.2	Gm33401	Gm33401
NR_168706.1	Gm33454	Gm33454
NM_033570.2	Cnnm4	Cnnm4
NM_001039551.2	Cnnm3	Cnnm3
NM_053186.3	Cnnm3	Cnnm3
NM_001331209.1	Cnnm3	Cnnm3
XM_036154421.1	Ankrd23	Ankrd23
XM_036154417.1	Ankrd23	Ankrd23
XM_036154424.1	Ankrd23	Ankrd23
NM_001310521.1	Ankrd23	Ankrd23
NM_153502.4	Ankrd23	Ankrd23
NR_132321.1	Ankrd39	Ankrd39
NM_026241.4	Ankrd39	Ankrd39
NM_001310533.1	Ankrd39	Ankrd39
NM_001126047.3	Sema4c	Sema4c
NM_001304329.1	Sema4c	Sema4c
NM_001304330.1	Sema4c	Sema4c
XM_036162916.1	Sema4c	Sema4c
XM_006495805.3	Sema4c	Sema4c
XM_017319410.2	Sema4c	Sema4c
XM_036162919.1	Sema4c	Sema4c
XM_006495808.3	Sema4c	Sema4c
XM_030252338.1	Sema4c	Sema4c
XM_006495804.3	Sema4c	Sema4c
XM_006495807.1	Sema4c	Sema4c
XM_006495810.5	Sema4c	Sema4c
XM_006495809.5	Sema4c	Sema4c
XM_036162917.1	Sema4c	Sema4c
XM_017321446.2	Fam178b	Fam178b
XM_006496116.3	Fam178b	Fam178b
XM_017321439.2	Fam178b	Fam178b
NM_001126046.2	Fam178b	Fam178b
NM_001372417.1	Fam178b	Fam178b
NM_001372416.1	Fam178b	Fam178b
XM_030255205.1	Fam178b	Fam178b
XM_036166197.1	Fam178b	Fam178b
XM_036166198.1	Fam178b	Fam178b
XM_017321452.3	Fam178b	Fam178b
XM_011238555.4	Fam178b	Fam178b
NM_027957.2	Fam178b	Fam178b
XM_006496122.5	Fam178b	Fam178b
XM_017321449.2	Fam178b	Fam178b
NM_201365.3	Fam178b	Fam178b
XM_017321451.1	Fam178b	Fam178b
NM_009942.2	Cox5b	Cox5b
XM_036164312.1	Actr1b	Actr1b
NM_001418142.1	Actr1b	Actr1b
NM_001418138.1	Actr1b	Actr1b
NM_146107.3	Actr1b	Actr1b
NM_001418137.1	Actr1b	Actr1b
NM_001418135.1	Actr1b	Actr1b
NM_001418144.1	Actr1b	Actr1b
NM_001418143.1	Actr1b	Actr1b
NM_001418139.1	Actr1b	Actr1b
NM_001418140.1	Actr1b	Actr1b
NM_001418141.1	Actr1b	Actr1b
NM_001418136.1	Actr1b	Actr1b
XM_036153674.1	4933424G06Rik	4933424G06Rik
NM_001374322.1	4933424G06Rik	4933424G06Rik
XM_036153671.1	4933424G06Rik	4933424G06Rik
XM_036153672.1	4933424G06Rik	4933424G06Rik
XM_036153668.1	4933424G06Rik	4933424G06Rik
XM_036153670.1	4933424G06Rik	4933424G06Rik
XM_036153673.1	4933424G06Rik	4933424G06Rik
XR_865346.3	Gm33533	Gm33533
XR_865344.2	Gm33533	Gm33533
XR_003948647.1	Gm33533	Gm33533
XR_373319.4	Gm33533	Gm33533
XR_865345.3	Gm33533	Gm33533
NM_009539.4	Zap70	Zap70
NM_001289766.2	Zap70	Zap70
NM_001289765.2	Zap70	Zap70
NM_001420650.1	Zap70	Zap70
NM_001289612.2	Zap70	Zap70
XR_004933922.1	Tmem131	Tmem131
XR_004933916.1	Tmem131	Tmem131
NM_018872.2	Tmem131	Tmem131
XM_036152473.1	Tmem131	Tmem131
XM_017321814.3	Tmem131	Tmem131
XM_006496150.4	Tmem131	Tmem131
XR_001778869.3	Vwa3b	Vwa3b
XR_001778872.3	Vwa3b	Vwa3b
XR_001778870.2	Vwa3b	Vwa3b
XR_001778879.1	Vwa3b	Vwa3b
XR_001778880.2	Vwa3b	Vwa3b
XM_006496379.3	Vwa3b	Vwa3b
XM_006496380.5	Vwa3b	Vwa3b
XM_006496381.4	Vwa3b	Vwa3b
XM_006496382.3	Vwa3b	Vwa3b
NM_001370828.1	Vwa3b	Vwa3b
NM_001370829.1	Vwa3b	Vwa3b
XR_865350.2	Gm37020	Gm37020
XR_865351.2	Gm37020	Gm37020
XR_865349.2	Gm37020	Gm37020
XM_017313745.3	Cnga3	Cnga3
XM_017313748.3	Cnga3	Cnga3
NM_001282010.2	Cnga3	Cnga3
NM_009918.3	Cnga3	Cnga3
NM_001420073.1	Cnga3	Cnga3
NM_001420074.1	Cnga3	Cnga3
XM_036157115.1	Cnga3	Cnga3
XM_006496011.3	Inpp4a	Inpp4a
XM_030254642.2	Inpp4a	Inpp4a
XM_030254645.2	Inpp4a	Inpp4a
XM_006496019.3	Inpp4a	Inpp4a
XM_006496006.3	Inpp4a	Inpp4a
XM_006496014.3	Inpp4a	Inpp4a
XM_006496017.3	Inpp4a	Inpp4a
XM_006496018.3	Inpp4a	Inpp4a
XM_006496010.3	Inpp4a	Inpp4a
XM_006496008.3	Inpp4a	Inpp4a
XM_006496015.3	Inpp4a	Inpp4a
XM_006496009.3	Inpp4a	Inpp4a
XM_006496016.5	Inpp4a	Inpp4a
NM_030266.4	Inpp4a	Inpp4a
NM_001290797.1	Inpp4a	Inpp4a
NM_001374629.1	Inpp4a	Inpp4a
NM_001374630.1	Inpp4a	Inpp4a
NM_172971.3	Inpp4a	Inpp4a
NM_001290798.1	Inpp4a	Inpp4a
NM_001290799.1	Inpp4a	Inpp4a
XR_003947777.1	4930439A04Rik	4930439A04Rik
XR_865354.3	4930439A04Rik	4930439A04Rik
XR_004936001.1	4930439A04Rik	4930439A04Rik
XR_003947775.1	4930439A04Rik	4930439A04Rik
NM_198006.4	Coa5	Coa5
NM_026123.4	Unc50	Unc50
NM_001356528.1	Unc50	Unc50
XM_006496220.5	Unc50	Unc50
XM_036153127.1	Unc50	Unc50
XM_030242345.2	Unc50	Unc50
XM_006496221.5	Unc50	Unc50
XM_006496223.5	Unc50	Unc50
XM_036153129.1	Unc50	Unc50
XM_036165442.1	Mgat4a	Mgat4a
XM_017320964.2	Mgat4a	Mgat4a
XM_017320966.1	Mgat4a	Mgat4a
XM_006496026.2	Mgat4a	Mgat4a
XM_017320961.2	Mgat4a	Mgat4a
XM_017320965.1	Mgat4a	Mgat4a
XM_017320967.1	Mgat4a	Mgat4a
XM_006496024.3	Mgat4a	Mgat4a
NM_173870.3	Mgat4a	Mgat4a
XM_006496022.5	Mgat4a	Mgat4a
NM_001290801.1	Mgat4a	Mgat4a
XM_036165436.1	Mgat4a	Mgat4a
XM_036165439.1	Mgat4a	Mgat4a
XM_036165434.1	Mgat4a	Mgat4a
XM_011238526.3	Mgat4a	Mgat4a
NR_024017.2	4930594C11Rik	4930594C11Rik
XR_001778883.3	Gm39627	Gm39627
NM_028096.2	Cracdl	Cracdl
NM_001403620.1	Cracdl	Cracdl
NM_001403619.1	Cracdl	Cracdl
XM_006496297.3	Cracdl	Cracdl
NM_001403622.1	Cracdl	Cracdl
NM_001403621.1	Cracdl	Cracdl
XM_006496292.5	Cracdl	Cracdl
XM_006496291.5	Cracdl	Cracdl
XR_373329.1	4930556I23Rik	4930556I23Rik
XR_373326.4	4930470B04Rik	4930470B04Rik
XR_865358.2	4930470B04Rik	4930470B04Rik
XR_003947779.1	4930470B04Rik	4930470B04Rik
XR_373327.3	4930470B04Rik	4930470B04Rik
XR_865356.3	Gm39628	Gm39628
XR_003947780.1	Gm39628	Gm39628
XR_865225.3	Tsga10	Tsga10
XR_003954349.2	Tsga10	Tsga10
XR_001783692.3	Tsga10	Tsga10
NR_110976.1	Tsga10	Tsga10
XM_006495822.4	Tsga10	Tsga10
NM_207228.3	Tsga10	Tsga10
XM_030252660.2	Tsga10	Tsga10
XM_017319575.2	Tsga10	Tsga10
XM_017319576.2	Tsga10	Tsga10
XM_017319574.2	Tsga10	Tsga10
XM_030252667.1	Tsga10	Tsga10
XM_036163236.1	Tsga10	Tsga10
XM_011238461.3	Tsga10	Tsga10
XM_017319571.3	Tsga10	Tsga10
XM_006495823.5	Tsga10	Tsga10
XM_030252666.1	Tsga10	Tsga10
XM_036163239.1	Tsga10	Tsga10
XM_017319578.3	Tsga10	Tsga10
NM_001290720.1	Tsga10	Tsga10
NM_001290721.1	Tsga10	Tsga10
XM_030252668.1	Tsga10	Tsga10
XM_011238463.4	Tsga10	Tsga10
XM_036163247.1	Tsga10	Tsga10
XM_017319581.3	Tsga10	Tsga10
NM_001377034.1	Lipt1	Lipt1
NM_001037918.4	Lipt1	Lipt1
NM_001377033.1	Lipt1	Lipt1
NM_001377032.1	Lipt1	Lipt1
NM_001377031.1	Lipt1	Lipt1
NM_001377030.1	Lipt1	Lipt1
NM_001377029.1	Lipt1	Lipt1
XR_003946501.1	Mitd1	Mitd1
NM_001356262.1	Mitd1	Mitd1
NM_026913.3	Mitd1	Mitd1
XM_017322349.2	Mitd1	Mitd1
XM_036153403.1	Mitd1	Mitd1
NM_027098.3	Mrpl30	Mrpl30
NM_001356482.1	Mrpl30	Mrpl30
XM_011238417.3	Mrpl30	Mrpl30
NM_001033427.3	Lyg2	Lyg2
NM_027111.3	Lyg1	Lyg1
XM_006496258.1	Lyg1	Lyg1
NM_001417941.1	Txndc9	Txndc9
NM_001417936.1	Txndc9	Txndc9
NM_001417940.1	Txndc9	Txndc9
NM_172054.5	Txndc9	Txndc9
NM_001417939.1	Txndc9	Txndc9
NM_001417937.1	Txndc9	Txndc9
NM_001417938.1	Txndc9	Txndc9
NM_198303.2	Eif5b	Eif5b
XM_036164315.1	Eif5b	Eif5b
XR_373331.3	Gm34448	Gm34448
XR_003948650.2	Gm34448	Gm34448
XM_030255641.2	Rev1	Rev1
XM_036152478.1	Rev1	Rev1
XM_006496155.5	Rev1	Rev1
XM_036152474.1	Rev1	Rev1
XM_006496154.5	Rev1	Rev1
XM_006496153.5	Rev1	Rev1
XM_036152475.1	Rev1	Rev1
XM_036152479.1	Rev1	Rev1
XM_030255639.2	Rev1	Rev1
XM_006496156.4	Rev1	Rev1
XM_036152481.1	Rev1	Rev1
NM_019570.4	Rev1	Rev1
NM_001359287.1	Rev1	Rev1
NM_001359288.1	Rev1	Rev1
XM_036152477.1	Rev1	Rev1
XM_036152476.1	Rev1	Rev1
XM_006496161.3	Rev1	Rev1
XM_017321835.2	Rev1	Rev1
XM_017321836.2	Rev1	Rev1
XM_006496162.2	Rev1	Rev1
XM_036152480.1	Rev1	Rev1
XM_036152482.1	Rev1	Rev1
NR_151587.1	Gm5099	Gm5099
NM_001290814.2	Aff3	Aff3
XM_030251556.2	Aff3	Aff3
XM_006495737.5	Aff3	Aff3
XM_011238447.4	Aff3	Aff3
XM_011238444.4	Aff3	Aff3
XM_011238446.4	Aff3	Aff3
XM_011238443.4	Aff3	Aff3
XR_003948654.2	Gm16150	Gm16150
XR_003948652.2	Gm16150	Gm16150
XR_003948653.2	Gm16150	Gm16150
XR_865363.4	Gm16150	Gm16150
XR_001778890.3	Gm16150	Gm16150
XR_003948655.2	Gm16150	Gm16150
XR_001778894.3	Gm16150	Gm16150
XR_001778895.3	Gm16150	Gm16150
NR_190174.1	Gm16152	Gm16152
XR_373334.2	Gm34596	Gm34596
XR_373335.3	Gm34596	Gm34596
XR_373336.2	Gm34596	Gm34596
XR_004936784.1	Gm57569	Gm57569
NM_001029878.2	Lonrf2	Lonrf2
XM_006496364.5	Chst10	Chst10
NM_001368780.1	Chst10	Chst10
NM_145142.3	Chst10	Chst10
XM_030243883.1	Chst10	Chst10
NM_001011684.2	Nms	Nms
NM_001311788.1	Nms	Nms
XR_373345.3	Gm35171	Gm35171
NM_026850.4	Pdcl3	Pdcl3
XR_373346.1	Gm35222	Gm35222
NR_105767.1	Mir6349	Mir6349
unassigned_transcript_19	Mir6349	Mir6349
XM_011238452.4	Npas2	Npas2
NM_008719.2	Npas2	Npas2
XR_004936029.1	Gm53549	Gm53549
NM_001252218.2	Rpl31	Rpl31
NM_001252219.2	Rpl31	Rpl31
NM_053257.4	Rpl31	Rpl31
XR_003956253.2	Tbc1d8	Tbc1d8
XR_004933825.1	Tbc1d8	Tbc1d8
XR_001785175.3	Tbc1d8	Tbc1d8
NM_001357521.1	Tbc1d8	Tbc1d8
NM_018775.4	Tbc1d8	Tbc1d8
XM_017321761.3	Tbc1d8	Tbc1d8
XM_017321765.3	Tbc1d8	Tbc1d8
NM_001357522.1	Tbc1d8	Tbc1d8
XR_004936874.1	Gm24826	Gm24826
XR_004936030.1	Gm53550	Gm53550
NM_028043.3	Cnot11	Cnot11
NR_028555.2	Snord89	Snord89
XR_373259.5	Rnf149	Rnf149
XR_004934117.1	Rnf149	Rnf149
XM_036153154.1	Rnf149	Rnf149
XM_006496226.5	Rnf149	Rnf149
NM_001033135.3	Rnf149	Rnf149
XR_004936775.1	Gm23722	Gm23722
XR_003947781.1	Gm51620	Gm51620
NM_170597.4	Creg2	Creg2
XR_001778897.2	D930019O06Rik	D930019O06Rik
XR_004936031.1	D930019O06Rik	D930019O06Rik
XM_011238564.4	Rfx8	Rfx8
NM_001145660.1	Rfx8	Rfx8
NR_177951.1	Gm3646	Gm3646
NR_040465.1	1700066B17Rik	1700066B17Rik
NR_168308.1	Gm35600	Gm35600
XR_001784729.3	Map4k4	Map4k4
XR_003955681.2	Map4k4	Map4k4
XM_006496041.3	Map4k4	Map4k4
XM_011238530.3	Map4k4	Map4k4
XM_017321001.3	Map4k4	Map4k4
XM_017321010.3	Map4k4	Map4k4
XM_017320994.3	Map4k4	Map4k4
XM_017320998.3	Map4k4	Map4k4
XM_036165495.1	Map4k4	Map4k4
XM_017321011.3	Map4k4	Map4k4
XM_036165549.1	Map4k4	Map4k4
XM_036165525.1	Map4k4	Map4k4
XM_036165522.1	Map4k4	Map4k4
XM_006496042.3	Map4k4	Map4k4
XM_036165537.1	Map4k4	Map4k4
XM_030254710.2	Map4k4	Map4k4
XM_036165539.1	Map4k4	Map4k4
XM_017321004.3	Map4k4	Map4k4
XM_036165542.1	Map4k4	Map4k4
XM_036165514.1	Map4k4	Map4k4
XM_036165543.1	Map4k4	Map4k4
XM_017321018.3	Map4k4	Map4k4
XM_036165557.1	Map4k4	Map4k4
XM_017321021.3	Map4k4	Map4k4
XM_036165563.1	Map4k4	Map4k4
XM_036165547.1	Map4k4	Map4k4
XM_036165561.1	Map4k4	Map4k4
XM_036165548.1	Map4k4	Map4k4
XM_017321002.3	Map4k4	Map4k4
XM_036165505.1	Map4k4	Map4k4
XM_036165533.1	Map4k4	Map4k4
XM_036165498.1	Map4k4	Map4k4
XM_036165501.1	Map4k4	Map4k4
XM_036165507.1	Map4k4	Map4k4
XM_006496045.3	Map4k4	Map4k4
XM_006496043.3	Map4k4	Map4k4
XM_017321013.3	Map4k4	Map4k4
XM_030254720.2	Map4k4	Map4k4
XM_036165552.1	Map4k4	Map4k4
XM_036165528.1	Map4k4	Map4k4
XM_036165550.1	Map4k4	Map4k4
XM_036165531.1	Map4k4	Map4k4
XM_036165565.1	Map4k4	Map4k4
XM_036165556.1	Map4k4	Map4k4
XM_036165567.1	Map4k4	Map4k4
XM_036165553.1	Map4k4	Map4k4
XM_006496046.3	Map4k4	Map4k4
NM_001252200.1	Map4k4	Map4k4
NM_001252202.1	Map4k4	Map4k4
NM_008696.2	Map4k4	Map4k4
NM_001252201.1	Map4k4	Map4k4
NR_037980.1	Gm16894	Gm16894
XR_003952769.2	Il1r2	Il1r2
